time,open,high,low,close,tick_volume,spread,real_volume
2021-09-28 14:30:00+00:00,1.16814,1.1687,1.16773,1.16809,1678,2,0
2021-09-28 15:00:00+00:00,1.16806,1.16902,1.16774,1.16877,1245,2,0
2021-09-28 15:30:00+00:00,1.16876,1.16878,1.16802,1.16816,1202,2,0
2021-09-28 16:00:00+00:00,1.16818,1.16863,1.16768,1.16833,1314,2,0
2021-09-28 16:30:00+00:00,1.16833,1.16837,1.16775,1.16791,935,2,0
2021-09-28 17:00:00+00:00,1.16792,1.16808,1.1675200000000001,1.16776,956,2,0
2021-09-28 17:30:00+00:00,1.16775,1.16819,1.16763,1.1677,956,2,0
2021-09-28 18:00:00+00:00,1.1677,1.16784,1.16755,1.16781,754,2,0
2021-09-28 18:30:00+00:00,1.16781,1.16861,1.16772,1.16852,934,2,0
2021-09-28 19:00:00+00:00,1.16853,1.16891,1.1682299999999999,1.16839,430,2,0
2021-09-28 19:30:00+00:00,1.16837,1.16848,1.16827,1.16828,343,2,0
2021-09-28 20:00:00+00:00,1.16829,1.16829,1.16799,1.16822,79,10,0
2021-09-28 20:30:00+00:00,1.16825,1.16854,1.16805,1.16816,180,6,0
2021-09-28 21:00:00+00:00,1.16816,1.16864,1.16816,1.1685699999999999,164,2,0
